city,date,aqi,pm2_5,pm10,no2,o3,temperature,humidity,hospital_admissions,population_density,hospital_capacity,year,month_num,month,year_month,capacity_utilization_pct,aqi_category
London,2020-07-16,113,27.8,36.8,33.6,38.4,1.0,80,10,Rural,1515,2020,7,Jul,2020-07,0.66,Unhealthy for Sensitive Groups
Delhi,2020-07-17,479,49.2,67.1,46.4,53.8,25.6,84,9,Urban,1208,2020,7,Jul,2020-07,0.75,Hazardous
Beijing,2020-07-18,256,49.0,45.6,28.7,59.2,37.9,50,10,Suburban,979,2020,7,Jul,2020-07,1.02,Very Unhealthy
Los Angeles,2020-07-19,118,51.8,48.3,20.8,38.0,-1.1,78,9,Urban,1995,2020,7,Jul,2020-07,0.45,Unhealthy for Sensitive Groups
Cairo,2020-07-20,220,24.1,57.6,27.3,53.9,28.9,50,3,Urban,1180,2020,7,Jul,2020-07,0.25,Very Unhealthy
Beijing,2020-07-21,494,44.1,73.8,34.3,34.8,34.4,82,10,Suburban,1037,2020,7,Jul,2020-07,0.96,Hazardous
Delhi,2020-07-22,313,30.9,60.7,24.8,63.0,16.9,46,5,Suburban,104,2020,7,Jul,2020-07,4.81,Hazardous
Delhi,2020-07-23,50,67.0,87.3,35.0,45.9,13.8,63,9,Suburban,1532,2020,7,Jul,2020-07,0.59,Good
Delhi,2020-07-24,200,15.5,84.5,19.5,39.6,11.0,77,10,Urban,1795,2020,7,Jul,2020-07,0.56,Unhealthy
Delhi,2020-07-25,450,37.4,73.6,23.6,39.3,24.6,65,4,Urban,1980,2020,7,Jul,2020-07,0.2,Hazardous
Mexico City,2020-07-26,337,34.0,53.7,30.6,56.8,26.7,49,6,Rural,1521,2020,7,Jul,2020-07,0.39,Hazardous
Delhi,2020-07-27,311,35.7,79.0,31.5,34.2,36.3,27,12,Urban,322,2020,7,Jul,2020-07,3.73,Hazardous
Beijing,2020-07-28,188,16.0,30.9,25.6,55.0,9.0,31,9,Suburban,510,2020,7,Jul,2020-07,1.76,Unhealthy
Mexico City,2020-07-29,456,23.9,13.4,37.9,41.5,33.7,48,6,Urban,1886,2020,7,Jul,2020-07,0.32,Hazardous
Mexico City,2020-07-30,153,14.4,60.7,15.5,17.4,20.3,26,6,Urban,1451,2020,7,Jul,2020-07,0.41,Unhealthy
Delhi,2020-07-31,95,13.8,73.3,37.4,16.3,5.7,50,5,Urban,488,2020,7,Jul,2020-07,1.02,Moderate
London,2020-08-01,20,30.1,28.0,29.9,35.6,0.2,93,8,Suburban,1086,2020,8,Aug,2020-08,0.74,Good
Los Angeles,2020-08-02,375,70.1,30.0,26.0,28.1,0.7,42,14,Suburban,852,2020,8,Aug,2020-08,1.64,Hazardous
Los Angeles,2020-08-03,397,48.3,63.2,22.3,24.1,23.0,60,12,Rural,1560,2020,8,Aug,2020-08,0.77,Hazardous
Delhi,2020-08-04,19,25.4,53.8,23.2,41.8,17.1,36,9,Urban,1618,2020,8,Aug,2020-08,0.56,Good
Delhi,2020-08-05,251,32.9,52.2,33.5,38.6,6.1,54,8,Urban,134,2020,8,Aug,2020-08,5.97,Very Unhealthy
Tokyo,2020-08-06,121,17.8,59.8,31.9,54.4,-0.5,57,4,Urban,1640,2020,8,Aug,2020-08,0.24,Unhealthy for Sensitive Groups
Beijing,2020-08-07,99,4.6,74.0,22.7,39.2,40.0,51,6,Urban,862,2020,8,Aug,2020-08,0.7,Moderate
Beijing,2020-08-08,449,35.8,39.6,38.7,43.0,-0.0,29,3,Suburban,206,2020,8,Aug,2020-08,1.46,Hazardous
Beijing,2020-08-09,229,31.9,44.6,23.8,36.2,23.1,44,2,Urban,1881,2020,8,Aug,2020-08,0.11,Very Unhealthy
Mexico City,2020-08-10,336,32.4,54.4,11.5,30.1,30.2,68,5,Urban,1592,2020,8,Aug,2020-08,0.31,Hazardous
Cairo,2020-08-11,164,28.6,37.8,16.0,46.4,10.7,74,13,Suburban,573,2020,8,Aug,2020-08,2.27,Unhealthy
Delhi,2020-08-12,339,27.8,25.7,43.3,58.2,3.1,79,7,Urban,132,2020,8,Aug,2020-08,5.3,Hazardous
Tokyo,2020-08-13,107,42.6,57.0,37.9,43.5,-0.5,57,7,Urban,641,2020,8,Aug,2020-08,1.09,Unhealthy for Sensitive Groups
Delhi,2020-08-14,214,18.6,10.0,22.0,44.5,-1.9,64,6,Urban,182,2020,8,Aug,2020-08,3.3,Very Unhealthy
Mexico City,2020-08-15,332,36.4,43.3,4.7,42.2,26.3,28,18,Rural,1139,2020,8,Aug,2020-08,1.58,Hazardous
Mexico City,2020-08-16,94,9.1,43.3,42.5,35.0,20.1,57,7,Urban,1831,2020,8,Aug,2020-08,0.38,Moderate
Delhi,2020-08-17,232,63.7,46.4,45.2,46.6,13.3,34,12,Urban,1094,2020,8,Aug,2020-08,1.1,Very Unhealthy
Delhi,2020-08-18,262,46.5,17.9,30.2,30.2,27.1,25,13,Urban,1720,2020,8,Aug,2020-08,0.76,Very Unhealthy
Beijing,2020-08-19,215,25.3,41.5,31.1,36.9,-3.8,77,4,Urban,972,2020,8,Aug,2020-08,0.41,Very Unhealthy
Cairo,2020-08-20,129,29.9,46.9,31.0,31.0,-3.6,69,8,Urban,1842,2020,8,Aug,2020-08,0.43,Unhealthy for Sensitive Groups
Mexico City,2020-08-21,234,47.0,52.7,25.3,42.6,23.6,52,7,Urban,1679,2020,8,Aug,2020-08,0.42,Very Unhealthy
Tokyo,2020-08-22,126,49.1,49.2,4.4,29.6,21.7,45,6,Suburban,1363,2020,8,Aug,2020-08,0.44,Unhealthy for Sensitive Groups
London,2020-08-23,326,26.9,53.3,34.7,42.8,30.8,34,4,Urban,1852,2020,8,Aug,2020-08,0.22,Hazardous
Beijing,2020-08-24,147,26.8,34.4,31.2,38.0,27.6,87,7,Urban,166,2020,8,Aug,2020-08,4.22,Unhealthy for Sensitive Groups
Los Angeles,2020-08-25,399,26.0,32.6,38.9,23.3,-4.3,86,3,Urban,570,2020,8,Aug,2020-08,0.53,Hazardous
Delhi,2020-08-26,152,46.0,30.2,35.1,60.7,-2.1,24,11,Urban,1858,2020,8,Aug,2020-08,0.59,Unhealthy
Delhi,2020-08-27,231,30.9,51.8,46.9,25.6,9.3,35,14,Suburban,285,2020,8,Aug,2020-08,4.91,Very Unhealthy
London,2020-08-28,251,43.1,75.3,20.1,29.6,35.5,39,6,Urban,367,2020,8,Aug,2020-08,1.63,Very Unhealthy
Los Angeles,2020-08-29,271,40.9,5.7,14.4,45.3,34.0,78,2,Rural,1112,2020,8,Aug,2020-08,0.18,Very Unhealthy
Delhi,2020-08-30,76,28.8,74.7,45.3,45.7,27.0,34,7,Rural,378,2020,8,Aug,2020-08,1.85,Moderate
Beijing,2020-08-31,322,15.3,80.1,13.7,27.2,37.0,78,6,Urban,1688,2020,8,Aug,2020-08,0.36,Hazardous
Mexico City,2020-09-01,262,50.9,7.5,20.4,56.8,9.4,22,9,Suburban,1982,2020,9,Sep,2020-09,0.45,Very Unhealthy
London,2020-09-02,87,37.1,72.6,47.1,15.4,9.9,72,14,Suburban,330,2020,9,Sep,2020-09,4.24,Moderate
Mexico City,2020-09-03,316,38.0,59.1,22.8,24.5,14.8,26,10,Suburban,1889,2020,9,Sep,2020-09,0.53,Hazardous
Beijing,2020-09-04,385,34.8,57.2,50.2,48.0,6.1,26,10,Urban,710,2020,9,Sep,2020-09,1.41,Hazardous
Beijing,2020-09-05,244,16.4,60.3,39.1,40.1,34.8,65,5,Suburban,1537,2020,9,Sep,2020-09,0.33,Very Unhealthy
Beijing,2020-09-06,16,29.0,18.5,37.2,16.5,16.7,25,6,Urban,538,2020,9,Sep,2020-09,1.12,Good
Mexico City,2020-09-07,339,39.1,45.0,30.8,37.4,29.6,81,9,Urban,1947,2020,9,Sep,2020-09,0.46,Hazardous
London,2020-09-08,118,27.1,25.1,12.1,44.7,38.1,29,5,Urban,1907,2020,9,Sep,2020-09,0.26,Unhealthy for Sensitive Groups
Beijing,2020-09-09,307,40.6,53.5,25.2,44.9,24.1,21,7,Urban,1370,2020,9,Sep,2020-09,0.51,Hazardous
Delhi,2020-09-10,492,33.1,8.3,34.3,38.4,35.7,86,6,Urban,305,2020,9,Sep,2020-09,1.97,Hazardous
Delhi,2020-09-11,162,14.4,59.7,44.3,20.9,0.0,87,7,Urban,112,2020,9,Sep,2020-09,6.25,Unhealthy
Los Angeles,2020-09-12,312,7.4,60.5,28.1,46.7,37.5,76,8,Suburban,587,2020,9,Sep,2020-09,1.36,Hazardous
London,2020-09-13,426,41.1,58.2,28.7,4.2,22.3,83,10,Suburban,801,2020,9,Sep,2020-09,1.25,Hazardous
Delhi,2020-09-14,210,23.1,14.4,37.7,42.2,11.2,42,8,Urban,1626,2020,9,Sep,2020-09,0.49,Very Unhealthy
Delhi,2020-09-15,204,30.6,48.9,31.6,35.3,38.9,40,8,Suburban,1317,2020,9,Sep,2020-09,0.61,Very Unhealthy
Mexico City,2020-09-16,368,22.5,34.8,36.5,49.1,13.2,67,10,Urban,575,2020,9,Sep,2020-09,1.74,Hazardous
Delhi,2020-09-17,491,50.5,48.1,32.9,58.4,6.5,79,6,Suburban,1354,2020,9,Sep,2020-09,0.44,Hazardous
London,2020-09-18,195,14.7,19.8,52.4,56.6,16.9,50,1,Urban,694,2020,9,Sep,2020-09,0.14,Unhealthy
Beijing,2020-09-19,257,48.7,55.8,1.4,36.8,21.0,56,11,Urban,1674,2020,9,Sep,2020-09,0.66,Very Unhealthy
Delhi,2020-09-20,180,13.9,12.2,31.4,27.6,35.9,46,2,Urban,1703,2020,9,Sep,2020-09,0.12,Unhealthy
Tokyo,2020-09-21,105,43.6,77.1,20.1,50.9,24.6,94,11,Suburban,1700,2020,9,Sep,2020-09,0.65,Unhealthy for Sensitive Groups
Delhi,2020-09-22,375,32.6,46.5,26.3,31.1,9.6,21,2,Urban,1865,2020,9,Sep,2020-09,0.11,Hazardous
Delhi,2020-09-23,11,36.3,55.7,38.8,14.5,13.1,46,9,Urban,1096,2020,9,Sep,2020-09,0.82,Good
Delhi,2020-09-24,233,39.3,65.0,37.3,31.4,6.5,69,2,Suburban,1106,2020,9,Sep,2020-09,0.18,Very Unhealthy
Delhi,2020-09-25,354,32.4,52.6,17.5,32.8,23.4,75,10,Suburban,1997,2020,9,Sep,2020-09,0.5,Hazardous
Delhi,2020-09-26,235,45.2,73.7,31.5,45.7,8.3,71,10,Urban,1136,2020,9,Sep,2020-09,0.88,Very Unhealthy
Delhi,2020-09-27,51,28.6,54.7,25.9,35.0,6.6,37,9,Suburban,1019,2020,9,Sep,2020-09,0.88,Moderate
Delhi,2020-09-28,55,16.9,81.9,39.2,39.6,-2.0,47,10,Suburban,612,2020,9,Sep,2020-09,1.63,Moderate
Delhi,2020-09-29,179,27.9,43.2,52.7,16.8,26.7,52,5,Suburban,1172,2020,9,Sep,2020-09,0.43,Unhealthy
Mexico City,2020-09-30,412,28.6,29.8,38.9,25.7,25.2,34,8,Urban,415,2020,9,Sep,2020-09,1.93,Hazardous
Mexico City,2020-10-01,139,38.4,56.7,20.4,37.1,-2.3,70,0,Suburban,1123,2020,10,Oct,2020-10,0.0,Unhealthy for Sensitive Groups
Beijing,2020-10-02,173,17.9,65.4,30.9,33.5,0.8,24,12,Suburban,334,2020,10,Oct,2020-10,3.59,Unhealthy
Beijing,2020-10-03,444,48.9,32.2,18.8,24.2,11.3,26,10,Suburban,1743,2020,10,Oct,2020-10,0.57,Hazardous
Beijing,2020-10-04,282,54.8,29.7,14.8,56.7,19.7,75,9,Rural,947,2020,10,Oct,2020-10,0.95,Very Unhealthy
London,2020-10-05,459,30.6,10.1,40.4,37.3,19.9,28,7,Urban,245,2020,10,Oct,2020-10,2.86,Hazardous
London,2020-10-06,204,43.5,67.2,21.9,23.7,26.1,82,6,Urban,662,2020,10,Oct,2020-10,0.91,Very Unhealthy
Delhi,2020-10-07,261,66.4,58.8,25.1,61.5,29.6,85,22,Rural,1499,2020,10,Oct,2020-10,1.47,Very Unhealthy
Delhi,2020-10-08,304,37.4,25.8,33.6,48.9,38.8,90,10,Suburban,62,2020,10,Oct,2020-10,16.13,Hazardous
Delhi,2020-10-09,398,16.1,33.1,44.0,57.8,-4.7,66,8,Urban,485,2020,10,Oct,2020-10,1.65,Hazardous
Delhi,2020-10-10,263,30.1,50.9,41.1,46.2,37.7,31,12,Urban,1352,2020,10,Oct,2020-10,0.89,Very Unhealthy
Mexico City,2020-10-11,203,25.3,52.5,40.5,40.5,1.6,88,6,Urban,1088,2020,10,Oct,2020-10,0.55,Very Unhealthy
Beijing,2020-10-12,479,38.4,77.8,16.7,22.1,12.4,60,10,Suburban,552,2020,10,Oct,2020-10,1.81,Hazardous
Delhi,2020-10-13,157,52.9,56.7,29.3,27.7,39.0,28,13,Suburban,944,2020,10,Oct,2020-10,1.38,Unhealthy
Beijing,2020-10-14,478,8.3,52.6,52.4,12.4,25.8,26,0,Suburban,491,2020,10,Oct,2020-10,0.0,Hazardous
Beijing,2020-10-15,347,55.1,22.6,28.2,46.4,0.5,56,10,Suburban,1566,2020,10,Oct,2020-10,0.64,Hazardous
Delhi,2020-10-16,85,38.8,38.1,26.0,24.3,25.4,72,11,Urban,1614,2020,10,Oct,2020-10,0.68,Moderate
London,2020-10-17,337,45.6,72.6,21.2,25.5,6.6,27,7,Urban,388,2020,10,Oct,2020-10,1.8,Hazardous
Delhi,2020-10-18,446,41.5,28.9,41.8,22.5,34.4,54,8,Rural,201,2020,10,Oct,2020-10,3.98,Hazardous
Tokyo,2020-10-19,66,25.5,61.5,36.9,58.6,15.5,61,13,Urban,1132,2020,10,Oct,2020-10,1.15,Moderate
Delhi,2020-10-20,219,42.2,45.2,10.2,57.4,33.6,73,12,Urban,219,2020,10,Oct,2020-10,5.48,Very Unhealthy
London,2020-10-21,442,50.4,46.0,41.7,56.6,-3.3,67,15,Urban,1041,2020,10,Oct,2020-10,1.44,Hazardous
Tokyo,2020-10-22,234,53.4,26.5,32.4,18.6,25.0,69,13,Urban,1202,2020,10,Oct,2020-10,1.08,Very Unhealthy
Cairo,2020-10-23,269,51.7,42.5,35.3,43.4,2.4,68,17,Rural,1082,2020,10,Oct,2020-10,1.57,Very Unhealthy
London,2020-10-24,369,27.6,47.1,21.8,43.4,9.3,93,0,Urban,1054,2020,10,Oct,2020-10,0.0,Hazardous
Los Angeles,2020-10-25,33,54.9,17.5,35.8,43.9,11.4,41,10,Urban,252,2020,10,Oct,2020-10,3.97,Good
Mexico City,2020-10-26,253,50.9,2.7,21.4,53.2,11.9,23,8,Suburban,1583,2020,10,Oct,2020-10,0.51,Very Unhealthy
Los Angeles,2020-10-27,17,48.9,44.1,3.0,43.6,29.1,21,11,Suburban,420,2020,10,Oct,2020-10,2.62,Good
Delhi,2020-10-28,359,17.3,31.3,11.0,38.1,27.7,50,6,Urban,1004,2020,10,Oct,2020-10,0.6,Hazardous
Beijing,2020-10-29,263,27.1,44.4,43.4,51.3,9.9,50,9,Urban,225,2020,10,Oct,2020-10,4.0,Very Unhealthy
Beijing,2020-10-30,209,37.2,31.9,25.7,30.7,36.0,23,7,Urban,1929,2020,10,Oct,2020-10,0.36,Very Unhealthy
London,2020-10-31,205,47.9,46.7,12.5,43.0,32.0,67,5,Urban,1331,2020,10,Oct,2020-10,0.38,Very Unhealthy
Beijing,2020-11-01,361,13.3,34.4,21.2,42.0,12.3,30,5,Urban,1577,2020,11,Nov,2020-11,0.32,Hazardous
Beijing,2020-11-02,403,18.0,15.8,14.4,32.5,10.3,59,3,Urban,1580,2020,11,Nov,2020-11,0.19,Hazardous
Mexico City,2020-11-03,245,36.6,54.5,27.7,59.4,10.9,39,10,Urban,101,2020,11,Nov,2020-11,9.9,Very Unhealthy
Delhi,2020-11-04,418,19.0,22.5,43.7,45.8,27.0,80,3,Urban,1418,2020,11,Nov,2020-11,0.21,Hazardous
Delhi,2020-11-05,55,29.4,69.2,24.2,24.3,22.9,57,1,Suburban,1726,2020,11,Nov,2020-11,0.06,Moderate
Beijing,2020-11-06,402,33.3,46.8,30.6,53.8,-3.0,29,8,Urban,1257,2020,11,Nov,2020-11,0.64,Hazardous
Beijing,2020-11-07,299,4.8,79.1,38.0,52.4,10.5,54,0,Urban,1194,2020,11,Nov,2020-11,0.0,Very Unhealthy
Delhi,2020-11-08,96,38.4,84.1,35.2,43.7,26.2,82,7,Urban,952,2020,11,Nov,2020-11,0.74,Moderate
Beijing,2020-11-09,337,32.3,0.4,28.4,31.7,27.7,60,11,Rural,390,2020,11,Nov,2020-11,2.82,Hazardous
Beijing,2020-11-10,348,11.7,22.8,20.6,10.4,-4.5,61,0,Urban,539,2020,11,Nov,2020-11,0.0,Hazardous
Beijing,2020-11-11,123,26.0,43.0,16.5,30.8,-2.4,88,5,Suburban,1137,2020,11,Nov,2020-11,0.44,Unhealthy for Sensitive Groups
Beijing,2020-11-12,483,46.4,56.9,21.3,39.5,15.8,69,8,Urban,707,2020,11,Nov,2020-11,1.13,Hazardous
Mexico City,2020-11-13,333,29.5,77.4,10.6,45.1,17.8,83,9,Suburban,592,2020,11,Nov,2020-11,1.52,Hazardous
Delhi,2020-11-14,75,34.8,75.5,30.3,56.8,17.1,50,10,Urban,1393,2020,11,Nov,2020-11,0.72,Moderate
Tokyo,2020-11-15,497,38.7,40.1,32.7,63.1,24.4,57,8,Urban,1066,2020,11,Nov,2020-11,0.75,Hazardous
Tokyo,2020-11-16,404,6.3,41.4,28.9,50.7,38.9,62,12,Urban,751,2020,11,Nov,2020-11,1.6,Hazardous
Beijing,2020-11-17,241,55.9,38.1,13.0,44.1,31.3,77,15,Suburban,1918,2020,11,Nov,2020-11,0.78,Very Unhealthy
Beijing,2020-11-18,446,41.5,29.2,46.9,41.4,10.0,83,7,Urban,72,2020,11,Nov,2020-11,9.72,Hazardous
Beijing,2020-11-19,156,40.8,16.0,32.5,20.6,29.3,35,8,Urban,1689,2020,11,Nov,2020-11,0.47,Unhealthy
London,2020-11-20,100,44.3,39.5,58.6,40.0,14.1,93,7,Urban,752,2020,11,Nov,2020-11,0.93,Moderate
Mexico City,2020-11-21,85,33.4,54.5,16.8,36.1,19.2,63,14,Suburban,538,2020,11,Nov,2020-11,2.6,Moderate
London,2020-11-22,350,34.4,74.0,37.7,22.2,5.8,59,9,Urban,766,2020,11,Nov,2020-11,1.17,Hazardous
Beijing,2020-11-23,98,68.8,39.2,32.9,36.7,4.5,32,8,Urban,447,2020,11,Nov,2020-11,1.79,Moderate
Mexico City,2020-11-24,111,13.1,44.6,34.6,30.5,23.6,84,5,Suburban,1178,2020,11,Nov,2020-11,0.42,Unhealthy for Sensitive Groups
Delhi,2020-11-25,113,43.9,72.3,26.9,51.2,26.1,33,9,Suburban,1388,2020,11,Nov,2020-11,0.65,Unhealthy for Sensitive Groups
Los Angeles,2020-11-26,308,19.1,58.4,59.6,40.5,32.5,73,5,Suburban,369,2020,11,Nov,2020-11,1.36,Hazardous
Delhi,2020-11-27,180,55.7,49.2,24.6,27.9,30.4,76,15,Suburban,1666,2020,11,Nov,2020-11,0.9,Unhealthy
Mexico City,2020-11-28,215,36.1,26.8,25.9,21.9,36.8,62,3,Urban,257,2020,11,Nov,2020-11,1.17,Very Unhealthy
London,2020-11-29,12,13.8,57.5,18.1,26.7,15.9,89,1,Rural,1486,2020,11,Nov,2020-11,0.07,Good
Delhi,2020-11-30,219,42.8,56.3,44.0,26.7,0.7,76,12,Suburban,876,2020,11,Nov,2020-11,1.37,Very Unhealthy
Mexico City,2020-12-01,238,50.8,46.6,21.8,24.6,-1.4,28,10,Urban,984,2020,12,Dec,2020-12,1.02,Very Unhealthy
Delhi,2020-12-02,63,40.0,48.9,36.7,22.1,33.3,48,13,Suburban,596,2020,12,Dec,2020-12,2.18,Moderate
Los Angeles,2020-12-03,443,48.1,18.7,40.4,47.9,39.8,44,7,Urban,793,2020,12,Dec,2020-12,0.88,Hazardous
Delhi,2020-12-04,479,56.3,34.7,29.2,43.1,37.4,26,5,Urban,1969,2020,12,Dec,2020-12,0.25,Hazardous
Tokyo,2020-12-05,233,46.7,97.3,31.6,32.2,25.7,75,9,Urban,376,2020,12,Dec,2020-12,2.39,Very Unhealthy
Delhi,2020-12-06,13,28.5,59.3,32.8,29.4,26.1,21,14,Rural,1292,2020,12,Dec,2020-12,1.08,Good
Cairo,2020-12-07,254,55.3,56.4,29.0,43.4,-1.2,52,13,Suburban,335,2020,12,Dec,2020-12,3.88,Very Unhealthy
London,2020-12-08,38,41.9,69.6,40.2,42.9,27.0,50,10,Suburban,1353,2020,12,Dec,2020-12,0.74,Good
Mexico City,2020-12-09,285,27.6,46.4,27.4,36.2,36.9,79,4,Urban,1722,2020,12,Dec,2020-12,0.23,Very Unhealthy
Los Angeles,2020-12-10,113,41.6,61.8,33.2,46.9,3.9,32,10,Urban,1748,2020,12,Dec,2020-12,0.57,Unhealthy for Sensitive Groups
Los Angeles,2020-12-11,487,41.0,65.1,36.8,33.2,-4.6,54,10,Urban,795,2020,12,Dec,2020-12,1.26,Hazardous
Tokyo,2020-12-12,252,37.0,89.7,47.5,28.5,14.0,81,7,Urban,1544,2020,12,Dec,2020-12,0.45,Very Unhealthy
Delhi,2020-12-13,145,14.9,43.0,33.1,42.3,32.2,73,5,Suburban,774,2020,12,Dec,2020-12,0.65,Unhealthy for Sensitive Groups
Mexico City,2020-12-14,317,52.9,68.5,34.4,40.3,23.8,93,19,Urban,414,2020,12,Dec,2020-12,4.59,Hazardous
Delhi,2020-12-15,479,46.3,45.8,24.1,45.8,18.1,29,11,Suburban,1351,2020,12,Dec,2020-12,0.81,Hazardous
Mexico City,2020-12-16,109,26.1,31.1,34.9,45.5,15.2,86,10,Suburban,862,2020,12,Dec,2020-12,1.16,Unhealthy for Sensitive Groups
Delhi,2020-12-17,381,42.6,58.0,35.8,39.5,2.5,22,11,Urban,393,2020,12,Dec,2020-12,2.8,Hazardous
Mexico City,2020-12-18,459,40.1,89.5,9.1,42.8,15.1,81,14,Urban,1975,2020,12,Dec,2020-12,0.71,Hazardous
Mexico City,2020-12-19,221,11.7,36.4,22.3,59.2,-3.7,48,4,Urban,177,2020,12,Dec,2020-12,2.26,Very Unhealthy
Beijing,2020-12-20,464,33.8,49.8,22.4,32.7,18.0,34,11,Urban,435,2020,12,Dec,2020-12,2.53,Hazardous
Beijing,2020-12-21,421,39.8,62.3,31.4,37.0,8.3,85,3,Suburban,725,2020,12,Dec,2020-12,0.41,Hazardous
Los Angeles,2020-12-22,259,59.8,55.8,32.2,53.2,12.7,20,13,Urban,460,2020,12,Dec,2020-12,2.83,Very Unhealthy
Los Angeles,2020-12-23,477,36.4,74.4,7.8,46.2,33.2,82,8,Urban,163,2020,12,Dec,2020-12,4.91,Hazardous
Beijing,2020-12-24,88,60.5,37.4,41.4,29.1,0.8,25,10,Urban,1989,2020,12,Dec,2020-12,0.5,Moderate
Mexico City,2020-12-25,469,31.0,29.6,28.8,45.2,9.7,51,8,Urban,756,2020,12,Dec,2020-12,1.06,Hazardous
Tokyo,2020-12-26,153,31.9,70.5,23.0,28.1,6.1,29,12,Suburban,1086,2020,12,Dec,2020-12,1.1,Unhealthy
Delhi,2020-12-27,225,10.5,52.6,21.4,33.5,10.6,28,2,Urban,650,2020,12,Dec,2020-12,0.31,Very Unhealthy
Delhi,2020-12-28,149,34.3,36.1,40.5,56.3,21.6,76,13,Urban,603,2020,12,Dec,2020-12,2.16,Unhealthy for Sensitive Groups
Delhi,2020-12-29,454,29.3,91.3,34.9,44.7,24.3,36,10,Urban,1329,2020,12,Dec,2020-12,0.75,Hazardous
Mexico City,2020-12-30,143,26.8,50.4,29.5,33.2,18.8,77,8,Suburban,1470,2020,12,Dec,2020-12,0.54,Unhealthy for Sensitive Groups
Beijing,2020-12-31,351,27.4,66.3,26.7,38.8,10.2,24,9,Suburban,697,2020,12,Dec,2020-12,1.29,Hazardous
Los Angeles,2021-01-01,263,20.9,49.7,5.6,27.8,7.7,88,6,Urban,565,2021,1,Jan,2021-01,1.06,Very Unhealthy
Mexico City,2021-01-02,38,21.6,43.2,28.6,30.2,-1.1,32,6,Rural,338,2021,1,Jan,2021-01,1.78,Good
Beijing,2021-01-03,382,35.3,28.1,23.4,18.4,27.7,84,0,Suburban,727,2021,1,Jan,2021-01,0.0,Hazardous
Tokyo,2021-01-04,18,44.5,63.2,21.5,44.0,21.9,93,14,Urban,488,2021,1,Jan,2021-01,2.87,Good
Los Angeles,2021-01-05,90,55.8,48.5,21.6,14.5,4.9,21,14,Urban,1055,2021,1,Jan,2021-01,1.33,Moderate
Delhi,2021-01-06,199,40.8,45.4,34.1,7.9,12.8,63,6,Suburban,1357,2021,1,Jan,2021-01,0.44,Unhealthy
Beijing,2021-01-07,218,11.4,52.5,37.7,51.9,11.2,88,6,Suburban,1080,2021,1,Jan,2021-01,0.56,Very Unhealthy
Beijing,2021-01-08,322,39.8,53.0,15.1,38.4,20.9,64,4,Urban,1551,2021,1,Jan,2021-01,0.26,Hazardous
Delhi,2021-01-09,30,55.0,49.1,11.8,27.3,5.5,41,7,Rural,1137,2021,1,Jan,2021-01,0.62,Good
Delhi,2021-01-10,447,39.4,49.0,38.6,37.7,-1.1,47,2,Urban,247,2021,1,Jan,2021-01,0.81,Hazardous
Tokyo,2021-01-11,23,53.4,50.6,24.7,65.8,-3.3,58,9,Urban,1728,2021,1,Jan,2021-01,0.52,Good
Beijing,2021-01-12,18,30.2,65.9,35.2,36.4,7.2,55,13,Suburban,1348,2021,1,Jan,2021-01,0.96,Good
Beijing,2021-01-13,369,26.5,54.7,42.5,28.0,19.1,20,4,Urban,474,2021,1,Jan,2021-01,0.84,Hazardous
Los Angeles,2021-01-14,135,27.1,15.6,33.4,23.1,0.7,34,4,Urban,1299,2021,1,Jan,2021-01,0.31,Unhealthy for Sensitive Groups
Mexico City,2021-01-15,123,42.9,47.5,35.8,58.5,30.9,20,6,Suburban,296,2021,1,Jan,2021-01,2.03,Unhealthy for Sensitive Groups
Tokyo,2021-01-16,373,21.5,57.0,43.6,47.7,16.3,34,10,Rural,668,2021,1,Jan,2021-01,1.5,Hazardous
Los Angeles,2021-01-17,302,30.6,69.0,26.1,50.6,13.4,43,12,Urban,584,2021,1,Jan,2021-01,2.05,Hazardous
Beijing,2021-01-18,181,41.0,50.1,25.8,35.1,8.5,24,7,Suburban,1848,2021,1,Jan,2021-01,0.38,Unhealthy
Beijing,2021-01-19,157,55.2,78.3,19.4,57.1,4.2,39,10,Suburban,428,2021,1,Jan,2021-01,2.34,Unhealthy
São Paulo,2021-01-20,301,22.5,20.2,46.9,52.5,2.5,45,5,Rural,1604,2021,1,Jan,2021-01,0.31,Hazardous
Los Angeles,2021-01-21,430,56.4,39.6,32.5,22.7,3.9,67,12,Urban,1800,2021,1,Jan,2021-01,0.67,Hazardous
Cairo,2021-01-22,199,57.4,59.8,39.8,50.2,10.3,59,8,Urban,556,2021,1,Jan,2021-01,1.44,Unhealthy
Delhi,2021-01-23,215,19.1,14.4,16.6,43.3,18.7,88,6,Urban,1675,2021,1,Jan,2021-01,0.36,Very Unhealthy
London,2021-01-24,103,28.0,35.7,41.7,44.9,28.0,47,5,Suburban,1501,2021,1,Jan,2021-01,0.33,Unhealthy for Sensitive Groups
Mexico City,2021-01-25,265,26.6,45.8,38.2,36.3,8.3,81,8,Urban,1022,2021,1,Jan,2021-01,0.78,Very Unhealthy
Delhi,2021-01-26,30,20.2,47.0,33.6,34.7,1.2,58,14,Urban,1038,2021,1,Jan,2021-01,1.35,Good
Mexico City,2021-01-27,406,38.9,70.8,42.5,37.5,10.4,82,11,Urban,281,2021,1,Jan,2021-01,3.91,Hazardous
